,smiles
7351,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
7352,O=C(O)c1ccc[nH]1
7353,OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
7354,NCC(=O)CCC(=O)O
7355,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
7356,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
7357,O=C(O)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1
7358,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
7359,CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1
7360,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1
7361,O=C(O)[C@@]1(O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1F
7362,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
7363,CN(C)CCN(Cc1ccccc1)c1ccccn1
7364,C=CC[S@@](=O)C/C=C/S
7365,CC(C)(C)NC[C@H](O)COc1cccc2c1CC(C#N)=N2
7366,CS(=O)(=O)c1ccc(CN2CCN(c3cn[nH]c3-c3cc(Cl)c(O)cc3O)CC2)cc1
7367,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
7368,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
7369,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
7370,C/C=C(/N)CCC(=O)O
7371,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)O)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
7372,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
7373,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
7374,NCC(=O)[O-].O.[Al+3].[OH-].[OH-]
7375,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O
7376,[67Ga+3]
7377,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
7378,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)CCO
7379,O=C(O)[C@@H](O)[C@@H](O)C(=O)O
7380,CC(C)N(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@H]1C[C@@H](CCc2nc3ccc(C(C)(C)C)cc3[nH]2)C1
7381,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
7382,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
7383,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
7384,CCCC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1
7385,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
7386,N[C@@H](C[NH3+])C(=O)O
7387,NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@@H](c2ccc(CP(=O)(O)O)cc2)/C=C/C[C@@H](Cc2cccc3ccccc23)CNC1=O
7388,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C
7389,NC(=O)c1cc(C(=O)O)cc(-c2ccc(-c3ccccc3)cc2)c1
7390,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2
7391,CNS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1
7392,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1
7393,Cc1cc2c(cc1C)N(C(=O)C(C)C)c1c([O-])nc(O)nc1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H]([N+]2=CN=C3C(=N)N=CN=C32)[C@H](O)[C@@H]1O
7394,CC(O)=N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CN
7395,O=C(O)[C@@H](CCCN1C(=O)[C@@]2(N=C1O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)N(O)CO
7396,N=c1nc(O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
7397,NC1=[NH+]C(O)C2C3OC4([O-])O[C@@H](C(O)C2(N1)[C@@H]4O)C3(O)CO
7398,O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1
7399,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
7400,NCc1ccc(-c2cccs2)s1
7401,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
7402,NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1
7403,CC(C)(CS(=O)(=O)O)N(Cl)Cl
7404,CNCC(=O)c1nnc(C(C)(C)C)o1
7405,C=CCN1CCCC1CNC(=O)c1cc2n[nH]nc2cc1OC
7406,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1C(C)(C)C1(C)C)C(=O)OCC#N
7407,NCC(=O)Nc1ccc(OCc2ccccc2)cc1
7408,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1
7409,N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
7410,CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21
7411,O=C(O)CCCCC(CCSCc1ccccc1)SCc1ccccc1
7412,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1I
7413,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3
7414,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
7415,O=C1Nc2ccccc2/C1=N/c1ccc(O)cc1
7416,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CF)O1
7417,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21
7418,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1
7419,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNCC2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O
7420,CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2
7421,NNC(=O)c1cn2ccc3ccccc3c2n1
7422,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
7423,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
7424,COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC
7425,COC(CNC(N)=O)C[Hg]Cl
7426,[Cl-]
7427,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1
7428,CCCCCCCC[Si](OCC)(OCC)OCC
7429,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
7430,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1
7431,Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl
7432,O=[N+]([O-])c1ccc(OP(=O)(O)Oc2ccc([N+](=O)[O-])cc2)cc1
7433,O=[Mo](=O)([O-])[O-].[Na+].[Na+]
7434,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
7435,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)[O-])NC1=O)C(C)O
7436,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3OC(CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC
7437,O=C(O)CCCCCCCCCCCO
7438,COC(=O)[C@H]1[C@@H](O)C[C@@H]2CC[C@H]1N2C
7439,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
7440,NCCCCCN
7441,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
7442,C=C1CSC([C@H](NC(=O)Cc2cccs2)C(=O)O)=N[C@@H]1C(=O)O
7443,O=C(CO)COP(=O)(O)O
7444,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1
7445,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1
7446,OCCCCCCCCNCO
7447,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
7448,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
7449,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12
7450,O=C(O)c1ccc(/C=N/OCCO/N=C/c2cc(=O)[nH]c(=O)[nH]2)cc1
7451,N#Cc1ccc(N2[C@H]3CC[C@@H]2C[C@H](O)C3)c2ccccc12
7452,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
7453,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
7454,FC(F)CC(F)(F)F
7455,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1
7456,CCOc1nc(NC(=O)Cc2cc(OC)c(Br)cc2OC)cc(N)c1C#N
7457,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
7458,NCCO[P@](=O)(O)OC[C@@H](O)CO
7459,O=S(=O)([O-])[O-].[Na+].[Na+]
7460,O=C(Nc1ccccc1S(=O)(=O)Nc1ccc(Cl)cn1)c1ccc(-n2ccccc2=O)cc1
7461,COc1cccc(OC)c1C([O-])=N[C@H](C(=O)OC[C@H](N)C(=O)[O-])[C@@H]1N[C@@H](C(=O)O)C(C)(C)S1
7462,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
7463,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
7464,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O
7465,C[C@](O)(c1ccc(C(=O)N(C2CC2)C2CCN(CC3(C(N)=O)CC3)CC2)cc1)C(F)(F)F
7466,OCc1cccc(F)c1F
7467,CCC(=O)c1ccc(F)c([C@@H]2C[C@@H]2NC(=O)Nc2ccc(Br)cn2)c1O
7468,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
7469,CCCCCCCCCCCCCCCC=O
7470,Cc1cc([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(F)cc1F
7471,O[C@@H](c1ccncc1)c1ccc(OCCN2CCCC2)cc1
7472,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3nc(O)ncc32)[C@H](O)[C@@H]1O
7473,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)nc1O
7474,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
7475,CCOC(=O)c1c(C)nn(-c2ccc(OC)cc2)c1C
7476,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
7477,O=CC(Cl)(Cl)Cl
7478,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O.CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
7479,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
7480,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O
7481,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
7482,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
7483,NS(=O)(=O)c1ccc(F)cc1
7484,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
7485,CON
7486,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]1O
7487,CCN(C)Cc1cnc(C)nc1N
7488,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3
7489,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC
7490,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
7491,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
7492,C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2
7493,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O
7494,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
7495,C=C(C)CNc1ccc(C(C)C(=O)O)cc1
7496,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl
7497,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1
7498,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1
7499,O=C1N2C=C(c3ccc(O)cc3)N[C@H](Cc3ccccc3)C2=N[C@@]1(Cc1ccc(I)cc1)OO
7500,O=C(Nc1cccc(Br)c1)[C@H]1CC(=O)N(C2CCCCC2)C1
7501,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12
7502,N[C@@H](CCCNC(=O)CP(=O)(O)O)C(=O)O
7503,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
7504,C/N=C(\NC)NCc1ccccc1
7505,NS(=O)(=O)c1cccc2c(O)cccc12
7506,Nc1nc(=O)c2sc(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
7507,N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1
7508,C[C@](O)(C(=O)O)[C@H](CC(=O)O)C(=O)O
7509,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
7510,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
7511,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](F)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
7512,CCCCCCCC1=C(O)C(=O)c2scnc2C1=O
7513,CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC
7514,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
7515,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
7516,O=C(O)[C@H](S)[C@H](S)C(=O)O
7517,COC(=O)c1cc(C[C@H](N=C(C)O)C(O)=N[C@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(F)(C(=O)O)C(=O)O
7518,O=C(NO)N[C@@H](Cc1ccccc1)C(=O)O
7519,Nc1nc2[nH]n(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc-2c(=O)n1
7520,NC1([P@@](=O)([O-])O)CC1
7521,CC(C)OC(=O)N[C@H]1Cc2c(n(Cc3ccccn3)c3ccc(C#N)cc23)C1
7522,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CN=C(O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
7523,COC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CS)NCc1ccc(-c2ccccc2)cc1)C(C)C
7524,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
7525,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C/C(=N/OCCN)CC[C@@]43C)[C@@H]1CCC2=O
7526,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O
7527,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
7528,CCOCCOCCOCCOCCOCCO
7529,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1
7530,O=C(O)[C@H](CF)OP(=O)(O)O
7531,O=C(CSc1nc(O)cc(C(F)(F)F)n1)N1CCCCC1
7532,O=C1c2ccccc2C(=O)N1CCOC(=S)Nc1ccc(I)cc1
7533,C[C@H](Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1
7534,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C
7535,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O
7536,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1
7537,Oc1ccccc1Br
7538,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
7539,CC(=O)SC[C@H](N)C(=O)O
7540,O=C(O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1
7541,CN1CCN(CCn2cnc3c(NC4CCCCC4)nc(C#N)nc32)CC1
7542,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@H](=O)O
7543,O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12
7544,CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1
7545,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
7546,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1
7547,C[C@@H](CC(=O)O)[C@H](N)C(=O)O
7548,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
7549,O=[N+]([O-])c1ccc([C@@H]2CO2)cc1
7550,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1
7551,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1
7552,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2
7553,CCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC
7554,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
7555,[N-]=[N+]=NCc1cc(C(O)=NCCCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(C(O)=NCCCO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1
7556,O=C(O)/C(O)=C\C=C\C(=O)c1ccccc1
7557,Nc1nccc(-c2csc(N)n2)n1
7558,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12
7559,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
7560,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
7561,Cc1cccc(-n2cnc3cc(N)ccc32)c1
7562,[51Cr]
7563,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
7564,Oc1ccccc1
7565,[K+].[O-][Cl+3]([O-])([O-])[O-]
7566,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
7567,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
7568,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
7569,O=[Se](=O)(O)O
7570,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
7571,N=C(N)NCCC[C@@H]1N=C(O)[C@@H]2CCCN2C1=O
7572,CN1CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2[nH]c(=N)nc(O)c21
7573,O=C([O-])[O-].[K+].[K+]
7574,CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1
7575,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
7576,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
7577,O=C(O)CN(O)C(=O)O
7578,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
7579,CN1CCN2c3ncccc3Cc3ccccc3C2C1
7580,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
7581,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
7582,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1
7583,N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
7584,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
7585,O=C(c1ccc2ccccc2c1)[C@@H](c1cccc2ccccc12)P(=O)(O)O
7586,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
7587,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](N)[C@H]1O
7588,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
7589,C[C@H]1CN(C(=O)c2ccc(C#N)cc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F
7590,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1
7591,Cc1nnc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)o1
7592,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
7593,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
7594,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O
